"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use","Sold Price","SP/LP Ratio","Sold Price per SqFt","Sold Date","Type","Total Baths","Zoning","List Price"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260229617/0/60/45/18a16bd4bca6320372569a1351150179/13/7f8499a1002b2700fd1041787b40eb74/260229617.JPG","N226772","Land Only","S","LOT 26 SARGENT CRESCENT","Hazelton","334",,,"0.00",,"Smithers And Area (Zone 54)","005-696-691","V0J 2J0","0.00","Road Access","House/Single Family","$6,500","0.87",,"3/26/2014","House/Single Family",,"R1","$7,500"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260688899/0/60/45/b73ec8ca8cc1a68070d86cfb4114afb1/13/272637089794e6a3a1c76094f91b4f52/260688899.JPG","N232553","Land Only","S","1 2095 KELWAY ROAD","Burns Lake - Rural East","104",,,"0.00",,"Burns Lake (Zone 55)","011-636-653","V0J 1E0","0.00","Road Access","House/Single Family","$7,500","0.30",,"3/24/2014","House/Single Family",,"H1","$25,000"
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260447569/0/60/45/25a6da278374a34786dfcca4db69bc9a/15/e07599275986fe251a700e18097a0ff2/260447569.JPG","F1318593","Residential Detached","S","22 2035 MARTENS STREET","Poplar","235","2","1983","0.00","Manufactured","Abbotsford","900-568-251","V2T 6M3","0.00",,,"$19,000","0.76","$19.39","3/24/2014","Manufactured","1","MHP","$25,000"
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260310915/0/60/45/248d20757bc31d859d676f4d8a4d09bd/13/56d8a386d8077a9a6ccb62974a929030/260310915.JPG","N228072","Land Only","S","24898 SHERATON SUB'D ROAD","Burns Lake - Rural East","295",,,"0.00",,"Burns Lake (Zone 55)","007-828-918","V0J 1E3","0.00","Road Access","House/Single Family","$25,000","0.84",,"3/26/2014","House/Single Family",,"H2","$29,900"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260855705/0/60/45/5f58c1666ed41c4d6b3f53b82f62312f/13/20ee7497f43cd252d98a529235ecb3ef/260855705.JPG","N234195","Residential Detached","S","1 2155 COMMODORE CRESCENT","Williams Lake - Rural North","0","3","1972","0.00","Manufactured","Williams Lake (Zone 27)","800-084-636","V2G 5E1","0.00",,,"$31,500","1.00","$36.80","3/20/2014","Manufactured","0","R1","$31,500"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260716085/0/60/45/2955083ae34fbb72fa065608d94d5af2/15/d7a9280aa071777d163040f6e928a8b4/260716085.JPG","F1400643","Land Only","S","190 8400 SHOOK ROAD","Hatzic","77",,,"1,250.00",,"Mission","900-569-708","V2V 7L3","45.00","Road Access","Recreational","$32,500","0.93","$26.00","3/26/2014","Recreational",,"REC","$34,900"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260719617/0/60/45/ee5e62274d058378412d3b6053969f7d/13/649764e76533a9b2f6781a52c6b89d5d/260719617.JPG","N232788","Residential Attached","S","2626 QUINCE STREET","VLA","72","3","9999","3,090.42","1/2 Duplex","PG City Central (Zone 72)","006-840-345","V2L 1H5","0.00",,,"$34,000","0.85","$37.28","3/20/2014","1/2 Duplex","1","RT2","$39,900"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260722550/0/60/45/3a0713374b226ee4b1a87bb58d969487/13/0f84849afc84ff3a125deee390f43707/260722550.JPG","N232820","Land Only","S","LOT 17 114TH AVENUE","Fort St. John - City NE","76",,,"10,225.00",,"Fort St. John (Zone 60)","013-341-073","V1J 2R4","68.17","No Access",,"$34,000","0.85","$3.33","3/25/2014","Other",,"R2","$40,000"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260857832/0/60/45/c6023404ff0e63c86e9def5ca73ab68c/15/cf77f6b504246662b6e9487252f10b6d/260857832.JPG","F1406854","Residential Detached","S","17 2306 198 STREET","Brookswood Langley","4","2","1978","0.00","Manufactured","Langley","900-545-548","V2Z 1Y9","0.00",,,"$35,000","0.88","$37.88","3/25/2014","Manufactured","2","MH-1","$39,900"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260765154/0/60/45/010582728670b189959536fac21e3082/13/430eca854b7606efc6a5d3b81af99f66/260765154.JPG","N233192","Land Only","S","2031 GAGNON ROAD","Terrace - Northwest/Rosswood","48",,,"0.00",,"Terrace (Zone 88)","010-656-359","V8G 0E1","0.00","Road Access","House/Single Family","$35,000","0.88",,"3/23/2014","House/Single Family",,"R1","$39,900"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260860596/0/60/45/d98deb4f9a4779664873510b47bbdb33/15/e445569b5e1083ac403d1051c6b6c084/260860596.JPG","F1406957","Residential Detached","S","172 3665 244 STREET","Otter District","2","2","1980","0.00","Manufactured","Langley","900-570-541","V2Z 1N1","0.00",,,"$41,500","0.83","$41.50","3/24/2014","Manufactured","2","MHP","$49,900"
