"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","DOM","Tot BR","Yr Blt","Lot Sz(SF)","TypeDwel","Area","P.I.D.#","Postal Code","Frontage - Feet","Access to Property","Permitted Land Use"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261208656/0/60/45/a750c5ef44bb8aa38458b89b4bcfb21c/15/546ca6a0daaf966d1782726a597a315b/261208656.JPG","F1420907","Residential Attached","S","410 19320 65TH AVENUE","Clayton","$239,000","78","2","2006","0.00","Apartment/Condo","Cloverdale","026-737-213","V4N 0A3",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261322416/0/60/45/0cbae78bf24a7e69b9d180991d09fac3/16/ed54aa2bd688aadae227f548232aa7ac/261322416.JPG","V1090526","Residential Attached","S","4316 GARDEN GROVE DRIVE","Greentree Village","$239,900","26","1","1977","0.00","Townhouse","Burnaby South","001-457-543","V5G 4G6",,,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261207521/0/60/45/9cd8c4dff4858c1915388c16c9a61ff9/16/3c38730d96e126ca3f0d6a4a7a72ad5d/261207521.JPG","V1081778","Residential Attached","S","204 8160 COLONIAL DRIVE","Boyd Park","$240,000","71","2","1979","0.00","Townhouse","Richmond","001-570-587","V7C 4T7",,,
"10","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261262147/0/60/45/64153d8847c789e83255d0bea03dec77/16/763f57edb2354c9881e305d072885c29/261262147.JPG","V1085960","Residential Attached","S","313 7435 MOFFATT ROAD","Brighouse South","$240,000","49","1","1990","0.00","Apartment/Condo","Richmond","016-044-207","V6Y 1X9",,,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261319763/0/60/45/8b5ca2481ee55563f339a393d9b23476/16/4186ba7ecd5632ab370f9592997c18a3/261319763.JPG","V1090353","Residential Attached","S","202 1422 E 3RD AVENUE","Grandview VE","$240,000","26","1","1982","0.00","Apartment/Condo","Vancouver East","006-388-141","V5N 5R5",,,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260974784/0/60/45/9e0cba4de8204c60f886b2699ffe1d83/13/5f196d64f44b1e62893d55f32a43ff9c/260974784.JPG","N235818","Residential Detached","S","3729 SEATON AVENUE","Thornhill","$241,800","180","4","9999","13,584.00","House/Single Family","Terrace (Zone 88)","005-065-763","V8G 5H2","0.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261314136/0/60/45/727a5aa0cad71d73b637dc1f91538ea8/16/46fe3b13b393f64ad15303d9e3ab0ace/261314136.JPG","V1089910","Residential Attached","S","PH1 1239 KINGSWAY","Knight","$243,000","22","1","2012","0.00","Apartment/Condo","Vancouver East","028-735-111","V5V 3E2",,,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261073429/0/60/45/37418f883cd97e27eb3d8465adceb170/15/d5c39488cd328acd0f8c644dc31e9c13/261073429.JPG","F1415559","Residential Attached","S","21 3292 VERNON TERRACE","Abbotsford East","$245,000","136","2","1987","0.00","Townhouse","Abbotsford","008-620-482","V2S 6W7","0.00",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261295438/0/60/45/f8b67af27e921015f1ad991acc6bdaf6/16/7f68a9ce73d6c9e2c3018ba63057d688/261295438.JPG","V1088705","Residential Attached","S","312 5600 ANDREWS ROAD","Steveston South","$245,000","32","1","1998","0.00","Apartment/Condo","Richmond","024-323-055","V7E 6N1",,,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261355698/0/60/45/11980adf74f97e571a487a41a8640cb0/13/fbb393d5a605a69e8e1f6694d088bae9/261355698.JPG","N240803","Residential Detached","S","6650 ESSEX CRESCENT","Lower College","$245,250","6","5","1981","6,087.00","House/Single Family","PG City South (Zone 74)","009-679-944","V2N 2P4","0.00",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261366053/0/60/45/3613181f57ca5cb47cfcd2c95d699783/13/6fabcb56e0c191c6f2e8a7f07c25cb9d/261366053.JPG","N240921","Residential Detached","S","4141 MORGAN CRESCENT","Pinewood","$245,500","3","3","9999","6,763.00","House/Single Family","PG City West (Zone 71)","006-466-150","V2N 3B2","0.00",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261246949/0/60/45/11ee4294e1a72cc3ff4779fbb0fe71b5/13/ca3a910646822524c633240bdcad0d3c/261246949.JPG","N239716","Residential Detached","S","7638 MCMASTER CRESCENT","Lower College","$246,000","52","3","1976","7,027.00","House/Single Family","PG City South (Zone 74)","009-007-857","V2N 3L2","0.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261363432/0/60/45/31af80084b135f6a399b93c5e75fe8b8/13/1b9e552700c11722719e9f9fa8185f12/261363432.JPG","N240899","Residential Detached","S","5930 TERESA PLACE","Hart Highlands","$247,000","5","4","1973","0.00","House/Single Family","PG City North (Zone 73)","010-769-790","V2K 2C9","0.00",,
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261211266/0/60/45/159469038b221f924ee93e00bb695296/16/f3019a63418bddbbdfc01547ab7a8d1c/261211266.JPG","V1081886","Residential Attached","S","814 774 GREAT NORTHERN WAY","Mount Pleasant VE","$247,000","77","1","1971","0.00","Apartment/Condo","Vancouver East","016-149-319","V5T 1E5",,,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261298835/0/60/45/c97947148cafffba943a1b5aaf63f8ce/14/d9ffde6cdb699febfdc7e9bdf2cd731b/261298835.JPG","H1404047","Residential Detached","S","46766 FIRST AVENUE","Chilliwack E Young-Yale","$247,000","34","4","1980","6,539.00","House/Single Family","Chilliwack","005-440-386","V2P 1X7","65.00",,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261310202/0/60/45/6a6febe68d92cae66b3a40c75dbd343e/14/a46b00a8a82bce598a3c2d701c13c711/261310202.JPG","H1404121","Residential Attached","S","70 46840 RUSSELL ROAD","Promontory","$247,000","25","3","2005","0.00","Townhouse","Sardis","026-498-341","V2R 5Z1",,,
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261300500/0/60/45/4d50264b07a25ab6f41ce461c8c5717c/16/ca694e0bf4ace4bc64693804d4347ce9/261300500.JPG","V1088864","Residential Attached","S","204 557 E CORDOVA STREET","Hastings","$249,900","33","1","2015","0.00","Apartment/Condo","Vancouver East","800-089-360","V6A 1L8",,,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261292228/0/60/45/57ba07841959c0be117063d00a018914/16/29db6274cc10dbaaa7370d3f1c872ef6/261292228.JPG","V1088208","Residential Attached","S","307 2380 SHAUGHNESSY STREET","Central Pt Coquitlam","$250,000","37","2","1991","0.00","Apartment/Condo","Port Coquitlam","017-725-275","V3C 3E3",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261131859/0/60/45/d18ece0f9beb2871d36d1baff085caac/16/8dd146e062fc4c0779ed2c7a616f914f/261131859.JPG","V1076185","Residential Attached","S","320 932 ROBINSON STREET","Coquitlam West","$250,000","113","2","1986","0.00","Apartment/Condo","Coquitlam","002-304-741","V3J 7R8",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261368641/0/60/45/d14514bfb1a9317286fb1b2565595d78/15/0ac53271434f43c2fd77b4d9ef310ae5/261368641.JPG","F1426769","Land Only","S","34835 MCMILLAN PLACE","Abbotsford East","$250,000","0",,,"3,673.00",,"Abbotsford","029-281-229","V2T 1C4","36.09","Road Access","House/Single Family"
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261129667/0/60/45/31849d0f7712edf3cc56a3d9cea333bd/13/0c5de21504d14b4a74905392b4d2b25d/261129667.JPG","N238171","Residential Detached","S","5590 SIMON FRASER AVENUE","Lower College","$250,000","114","4","9999","9,017.00","House/Single Family","PG City South (Zone 74)","011-848-723","V2N 2C2","0.00",,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261289622/0/60/45/b1e17088675f99eab3de64b8f69d57ee/15/2f306562c8d821272deaac435ed8330f/261289622.JPG","F1424058","Residential Attached","S","123 7156 121ST STREET","West Newton","$250,000","41","2","1988","0.00","Townhouse","Surrey","011-930-632","V3W 0J6",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261077990/0/60/45/a29f7d9368c91e058b05493ef24850ff/15/787dfcf8e93062f68111971611f979f9/261077990.JPG","V1072071","Residential Attached","S","201 2988 SILVER SPRINGS BOULEVARD","Westwood Plateau","$252,500","136","1","2005","0.00","Apartment/Condo","Coquitlam","025-774-000","V3E 3R6",,,
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260838368/0/60/45/1b11f8e94cc990a4ec6ecc11115948ee/16/059b649f0596daf5aa8e2b688e04e1ff/260838368.JPG","V1052566","Residential Attached","S","712 8033 SABA ROAD","Brighouse","$252,800","237","0","2010","0.00","Apartment/Condo","Richmond","028-238-826","V6Y 4M8",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261342961/0/60/45/ab5a60d573fcfae8f48f7d1598ff89be/15/c8b432ae19f40a5efec578b68f04bd61/261342961.JPG","H1404305","Residential Detached","S","2061 DUNN PLACE","Agassiz","$252,900","14","5","2003","4,256.00","House/Single Family","Agassiz","025-722-611","V0M 1A1","32.00",,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261306572/0/60/45/5e642311692cba9f4dc2d055d43fb561/16/8a04ee01299ebe8dd5372ae792312e6e/261306572.JPG","V1089374","Residential Attached","S","103 8430 JELLICOE STREET","Fraserview VE","$254,000","25","1","1995","0.00","Apartment/Condo","Vancouver East","019-083-513","V5S 4S7",,,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261187166/0/60/45/d09fda3c4ea6adca78f3020e85783384/16/b226a9751d85e9066560fca35bfc3c01/261187166.JPG","F1420086","Residential Attached","S","210 15388 105 AVENUE","Guildford","$254,657","91","2","2014","0.00","Apartment/Condo","North Surrey","029-292-841","V3R 4J8",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261320506/0/60/45/3fe3977e3f2e4be5899fe94c3eeee481/16/0d24c85576311417abd849e5897ed185/261320506.JPG","V1090413","Residential Attached","S","313 7038 21ST AVENUE","Highgate","$255,000","18","1","2000","0.00","Apartment/Condo","Burnaby South","024-560-596","V5E 2Y9",,,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261106889/0/60/45/401fd936090ed2fe85acfde1cc724416/14/9c7797bad87e54126a2ecb6f360f156c/261106889.JPG","H1402830","Residential Detached","S","39 7292 ELM ROAD","Agassiz","$255,000","121","2","1999","4,618.00","House/Single Family","Agassiz","024-542-725","V0M 1A2","51.00",,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261247847/0/60/45/c6df58b1808ce2db77db014339012fcb/13/3361e24bfd3b3b8c2e29add22b5dfd54/261247847.JPG","N239724","Residential Detached","S","4236 REISETER AVENUE","Smithers - Town","$256,000","61","3","1989","0.00","House/Single Family","Smithers And Area (Zone 54)","010-987-525","V0J 2N0","65.60",,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261279968/0/60/45/3f0ea64769febd084581759e441ea894/16/5093100d5ce75eb156c69a4a312bf865/261279968.JPG","V1087230","Residential Attached","S","1203 828 AGNES STREET","Downtown NW","$256,000","39","2","1993","0.00","Apartment/Condo","New Westminster","018-225-179","V3M 6R4",,,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261321255/0/60/45/0ff943d13011107c90246768a3d4649e/16/c9436742977621cdab6ce3c68ce12d0b/261321255.JPG","V1090440","Residential Attached","S","111 8450 JELLICOE STREET","Fraserview VE","$256,375","23","1","1995","0.00","Apartment/Condo","Vancouver East","019-031-025","V5S 4S9",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","H1404380","Residential Attached","S","405 45750 KEITH WILSON ROAD","Vedder S Watson-Promontory","$256,400","1","1","2014","0.00","Apartment/Condo","Sardis","700-009-421","V2R 0P7",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261336035/0/60/45/0556107524871521a4ca91e1e3d1169c/15/d2509caf7d7cb23ded95ab801ec46acc/261336035.JPG","V1091397","Residential Attached","S","328 10880 NO 5 ROAD","Ironwood","$257,000","9","1","2014","0.00","Apartment/Condo","Richmond","029-335-728","V6W 0B3",,,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261280543/0/60/45/63cde583b3765c28e52ab1535d4890c8/16/87cdf5ad0d05c47246bca2ecd1168970/261280543.JPG","V1087285","Residential Attached","S","407 6745 STATION HILL COURT","South Slope","$258,500","43","1","1994","0.00","Apartment/Condo","Burnaby South","018-792-014","V3N 4Z4",,,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261088506/0/60/45/26b24d9845de2faed516895d609a043c/16/a8bb1a270d0dc9ee57e7288487c5aca3/261088506.JPG","V1072921","Residential Attached","S","1601 615 BELMONT STREET","Uptown NW","$259,000","134","2","1982","0.00","Apartment/Condo","New Westminster","001-620-797","V3M 5Z8",,,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261091128/0/60/45/62cea9f1082642438e5b55070da311bd/16/d1a5cb40788c45c1b1d68b52359edeb9/261091128.JPG","V1072973","Residential Detached","S","6 12710 LAGOON ROAD","Pender Harbour Egmont","$259,900","130","1","2014","0.00","Townhouse","Sunshine Coast","026-580-551","V0N 2H1","31.80",,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261165487/0/60/45/7180ab08a46c332e12271ecd768039d1/15/2d666ee3883b87c4e721363d803d19d2/261165487.JPG","F1419105","Residential Attached","S","517 8067 207TH STREET","Willoughby Heights","$259,900","96","1","2015","0.00","Apartment/Condo","Langley","900-572-123","N0N 0N0",,,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261247799/0/60/45/2c2e3d7eb662df1d957722559742d5b5/16/fd24dff6ba897856d1ca71d94b641bed/261247799.JPG","V1084771","Residential Attached","S","218 12339 STEVESTON HIGHWAY","Ironwood","$260,000","59","1","2014","0.00","Apartment/Condo","Richmond","029-336-236","V6W 0B4",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","V1093477","Residential Attached","S","507 5470 ORMIDALE STREET","Collingwood VE","$260,900","0","1","2017","0.00","Apartment/Condo","Vancouver East","800-090-405","V5R 2P9",,,
"18","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261362652/0/60/45/6144231899851dfb130f120430bcf08a/16/f60784f293961daa0f787ec6f3264604/261362652.JPG","F1426569","Residential Attached","S","223 6875 121ST STREET","West Newton","$261,000","7","2","1992","0.00","Townhouse","Surrey","016-928-148","V3W 1C2",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261259041/0/60/45/03a16120e6b48b9a23f9a9f7178fe6e5/14/21fcb5a6034a726be6082364e75013e8/261259041.JPG","H1403806","Residential Attached","S","24 9750 MCNAUGHT ROAD","Chilliwack E Young-Yale","$261,900","54","3","2014","0.00","Townhouse","Chilliwack","700-009-358","V2P 6E9",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261350742/0/60/45/0d939181fe8374e1afce7e658ca31ac0/15/a6b24fed2c423aa0a449000b9768f0d5/261350742.JPG","V1092367","Residential Attached","S","39 1561 BOOTH AVENUE","Maillardville","$262,500","13","2","1998","0.00","Townhouse","Coquitlam","023-820-241","V3K 6Z9",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261322549/0/60/45/6fcc7eec31f837cf3e3b0afeb9b2d6af/15/56f59e7e96f41cb84eaeb3ea4f4e85a0/261322549.JPG","F1425239","Residential Attached","S","104 14885 60TH AVENUE","Sullivan Station","$262,900","25","2","2014","0.00","Apartment/Condo","Surrey","029-206-898","V3S 1R8",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261295433/0/60/45/5f09eb17a42f47bac5c6876fcac7f757/15/bf4ca46a595ec4b957fbc8a096bad0cf/261295433.JPG","F1424188","Residential Attached","S","201 9109 154TH STREET","Fleetwood Tynehead","$263,000","31","2","1987","0.00","Townhouse","Surrey","005-672-597","V3R 9G8",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261322878/0/60/45/ebdc33f4ad230ba96cb75d8a4184c165/15/1486006fbb2abfce5e35b34a04c7c72c/261322878.JPG","F1425249","Residential Attached","S","41 6465 184A STREET","Cloverdale BC","$264,000","26","2","1998","0.00","Townhouse","Cloverdale","023-707-534","V3S 8X9",,,
"11","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261188378/0/60/45/45e1cfacb91aadb7374b36f215a86721/15/2a44655ed7fa47e5c5d5409f7b388fa5/261188378.JPG","F1420121","Residential Attached","S","128 12233 92ND AVENUE","Queen Mary Park Surrey","$265,000","84","2","1988","0.00","Townhouse","Surrey","009-067-795","V3V 7S4",,,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261341657/0/60/45/874028ad884e498cab2f3d080b7595ab/16/30902fe1e426fa9384a050fd1c589363/261341657.JPG","V1091712","Residential Attached","S","202 2288 W BROADWAY","Kitsilano","$265,000","6","0","2008","0.00","Apartment/Condo","Vancouver West","027-324-923","V6K 0B3",,,
"17","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261369206/0/60/45/4e96aadcc4ca42a04f26fe80d58cac76/15/7424193681d8bf5a9a1d39271ab0b8f2/261369206.JPG","F1426790","Residential Attached","S","803 9274 122ND STREET","Queen Mary Park Surrey","$265,000","1","3","1977","0.00","Townhouse","Surrey","001-533-801","V3V 4L5",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261356301/0/60/45/8d0956878613a508aab1cc1b58832a9b/16/72044fbf246fc5a485dbec69a890a354/261356301.JPG","V1092718","Residential Attached","S","313 19122 122ND AVENUE","Central Meadows","$265,000","3","2","1993","0.00","Apartment/Condo","Pitt Meadows","018-504-370","V3Y 2N7",,,
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261296788/0/60/45/ee9fbe71ba3a83655d8d1a4a180f5140/16/8a45016406e2f15d9a41075268328735/261296788.JPG","V1088554","Residential Attached","S","805 3008 GLEN DRIVE","North Coquitlam","$265,000","32","1","2013","0.00","Apartment/Condo","Coquitlam","029-187-699","V3B 0J5",,,
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261087167/0/60/45/920c967c072a4eeab374f61064b19afe/13/56beb08136a81df401f19e7c0c128df8/261087167.JPG","N237515","Residential Detached","S","10372 98TH STREET","Taylor","$265,000","138","3","1997","0.00","Manufactured with Land","Fort St. John (Zone 60)","027-534-839","V0C 2K0","86.00",,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261353638/0/60/45/e6f37c3b25eac3fe09b06202498c6547/16/6a40a844b70852137eebb512ee1b3982/261353638.JPG","V1092516","Residential Attached","S","211 1215 PACIFIC STREET","North Coquitlam","$265,000","5","2","1992","0.00","Apartment/Condo","Coquitlam","017-773-407","V3B 7M4",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","V1093504","Residential Attached","S","702 5470 ORMIDALE STREET","Collingwood VE","$266,900","0","1","2017","0.00","Apartment/Condo","Vancouver East","800-090-408","V5R 2P9",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261224662/0/60/45/83e10ebd6392ffac08141230d79cf4ef/13/e40eed0b93903d07d77ea36c7f424eee/261224662.JPG","N239464","Residential Detached","S","5255 EVERGREEN DRIVE","Lone Butte/Green Lk/Watch Lk","$267,500","75","4","1996","0.00","House with Acreage","100 Mile House (Zone 10)","005-106-052","V0K 2E2","0.00",,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261316508/0/60/45/df5a894eeb1cb95c697bbf1e921272ba/16/d4fd81cb09f906ed6a213b0733633fe1/261316508.JPG","V1090096","Residential Attached","S","206 1445 MARPOLE AVENUE","Fairview VW","$268,000","20","1","1954","0.00","Apartment/Condo","Vancouver West","003-323-251","V6H 1S5",,,
"19","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261209411/0/60/45/56e5cf495c22312c9603146415a03393/16/27ef5d06b08e00ec4fde2d5ce169cb5e/261209411.JPG","V1081731","Residential Attached","S","38 23575 119TH AVENUE","Cottonwood MR","$268,500","75","4","1997","0.00","Townhouse","Maple Ridge","023-639-636","V4R 2P4",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261040170/0/60/45/e5eae80fc9a078c29899990455c77ff3/13/be81c26cc387c8783031cf8c4aa5dd3a/261040170.JPG","N236842","Residential Detached","S","523 RUNNALLS AVENUE","Fraserview","$268,900","155","4","9999","8,899.00","House/Single Family","PG City West (Zone 71)","005-672-899","V2L 4V7","0.00",,
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261325855/0/60/45/19925304d688c64be3e626e54a2655fc/16/e735e1ce21bdf0230ac448282362f540/261325855.JPG","V1090735","Residential Attached","S","12 1425 LAMEY'S MILL ROAD","False Creek","$269,000","17","1","1983","0.00","Apartment/Condo","Vancouver West","006-312-811","V6H 3W1",,,
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261295121/0/60/45/f5333581d1ed2ab292bbb7f17189447b/15/6526fb5fb877875375f761f78ed3841d/261295121.JPG","V1088488","Residential Attached","S","210 1621 HAMILTON AVENUE","Hamilton","$269,900","39","1","2015","0.00","Apartment/Condo","North Vancouver","800-089-407","V0V 0V0",,,
"0","//cdnparap130.paragonrels.com/ParagonImages/Static/60/45/1dbcd38db8d1129a033b8c2f4da344ac/NoPhotoAvailable.jpg","V1094566","Residential Attached","S","304 231 E PENDER STREET","Mount Pleasant VE","$269,900","1","0","2016","0.00","Apartment/Condo","Vancouver East","800-090-674","V6A 1T8",,,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261176858/0/60/45/e8969bbd43da12867d5479ea0ec5bfd2/15/b1090999d25dbdfcdd0f81908429dfe3/261176858.JPG","F1419583","Residential Attached","S","28 19455 65TH AVENUE","Clayton","$270,000","91","3","2006","0.00","Townhouse","Cloverdale","026-784-360","V4N 0Z1","0.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261350115/0/60/45/d2ca40cdbdc415636879a8e9ee5fecfa/16/25b48deab78841e2f3e6bc86336cb2af/261350115.JPG","V1092308","Residential Attached","S","701 3588 CROWLEY DRIVE","Collingwood VE","$270,000","11","1","2003","0.00","Apartment/Condo","Vancouver East","025-680-439","V5R 6H3",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261246362/0/60/45/e4eeb1f1067e8201d3066f27fd253639/15/4dfdd872e7aceefe8edaa3fc74e8e923/261246362.JPG","F1422453","Residential Attached","S","203 15350 16A AVENUE","King George Corridor","$270,000","57","2","2004","0.00","Apartment/Condo","South Surrey White Rock","025-806-882","V4A 1S9","0.00",,
"15","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261304508/0/60/45/050954d7d16b82ad70757e0743c78291/16/96ff5d6c61b82d37ff39275f7791e2b9/261304508.JPG","V1089225","Residential Attached","S","32 11870 232ND STREET","Cottonwood MR","$270,000","27","3","1995","0.00","Townhouse","Maple Ridge","019-157-622","V2X 6S9",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261349903/0/60/45/fb916ce79df96a8db4af936f5487c64d/13/16224fd36a5fc6227f921a2780167de5/261349903.JPG","N240760","Residential Detached","S","166 TRADER CRESCENT","Highglen","$270,000","5","5","1968","11,175.00","House/Single Family","PG City West (Zone 71)","011-776-749","V2M 4M6","0.00",,
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261270128/0/60/45/a98e05ef4a2bcda03ce3bed7b4d76d05/15/36ecdc326cf6017802b0a90b55ff8ffd/261270128.JPG","F1423356","Residential Detached","S","32180 BUFFALO DRIVE","Mission BC","$270,000","49","4","1975","7,490.00","House/Single Family","Mission","000-785-814","V2V 5P8","70.00",,
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261276168/0/60/45/f9f013d6ced0d215b8268eaf45b55331/15/34498d627b724b146f14321e13c4d09b/261276168.JPG","F1423575","Residential Detached","S","7756 HORNE STREET","Mission BC","$270,100","42","4","1967","10,341.00","House/Single Family","Mission","003-798-470","V2V 3Z1","94.01",,
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261274731/0/60/45/a572c92a83b0cd05b67bb307d5ed651c/15/c9df5502acee5256edb31a5857c0eb15/261274731.JPG","F1423535","Residential Attached","S","208 16390 64TH AVENUE","Cloverdale BC","$270,900","45","2","2015","0.00","Apartment/Condo","Cloverdale","900-572-603","N0N 0N0",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261363668/0/60/45/e8b2377930416aca2a496ffc94113468/15/b7230bdea1f37b7b3861d35fbdd74036/261363668.JPG","F1426618","Residential Attached","S","2 2950 LEFEUVRE ROAD","Aberdeen","$270,912","1","3","2013","0.00","Townhouse","Abbotsford","028-932-595","V4X 0B2",,,
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261252655/0/60/45/2629fafd8019550a08e64ba8e36d3491/14/7a348bc0d9fbd2c74c52f2c9e07fe6e6/261252655.JPG","H1403768","Residential Attached","S","42 46906 RUSSELL ROAD","Promontory","$271,000","52","3","2002","0.00","Townhouse","Sardis","025-651-609","V2R 5T3","0.00",,
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261343115/0/60/45/2efc9ad838399e74652b6e63a21bf8aa/16/e71ecbb7eca0a00aca2b88d3a39aa2f2/261343115.JPG","V1091828","Residential Attached","S","2102 4160 SARDIS STREET","Central Park BS","$272,000","13","1","1977","0.00","Apartment/Condo","Burnaby South","001-370-511","V5H 1K2",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261357411/0/60/45/7a909a7927410ceffb4ed6d0b8ffd3ee/16/a2491c905a25f4c505cc58439e0e243c/261357411.JPG","V1092791","Residential Attached","S","105 12350 HARRIS ROAD","Mid Meadows","$272,000","3","2","2007","0.00","Townhouse","Pitt Meadows","027-436-560","V3Y 0C5",,,
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261273345/0/60/45/bddf61138bad18007e7108003b490058/16/68c36bf6788d50ac7c532c764ddd3543/261273345.JPG","F1423488","Residential Attached","S","24 12677 63RD AVENUE","Panorama Ridge","$272,000","46","2","2004","0.00","Townhouse","Surrey","025-996-461","V3X 3T3",,,
