"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","Yr Blt","TypeDwel","# of Kitchens","# or % of Rentals Allowed","1-Bedrm Units","2-Bedrm Units","3-Bedrm Units","Access to Property","Age","Agent Hit Count","Appointment Phone Number","Approx.Yr of Renos/Addns","Area","Bach./Studio Units","Back On Market Date","Bds In Bsmt","Bds Not In Bsmt","Bldg Permit Approved?","Building Plans","ByLaw Infractions?","City","Class","Client Hit Count","Complex/Subdivision","CSA/BCE","Development Permit?","Dwelling Classification","Electricity","Expiry Date","Fire Sprinkler System","For Appointment Call","Foundation","Full Baths","Gross Taxes","Income As At Date","Income Per Annum","Info Package Available?","Less Oper. Expenses","List Date","Natural Gas","Net Oper. Income","No. Floor Levels","Other Units","P.I.D.#","Permitted Land Use","Postal Code","Prop in Lnd Reserve?(ALR)","Province","Public Remarks","Realtor Remarks","Region","Sale/Rent","Sanitary Sewer","Stories in Building","Storm Sewer","Strata Maint Fee","Trees(Logged in last 2yr)","Unit Entitlement","Units in Development","Water Supply","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Status Change Date","Total Baths","Total Bedrooms","Zoning"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261367314/0/120/90/e6a83f9d0a5de9ccfabb5cddadcaf4b0/16/6e92a551cccffad4a6e10a6cd9a8e828/261367314.JPG","V1093460","Residential Detached","S","4 240 HARRY ROAD","Gibsons & Area","$19,000","1974","MANUF","1",,,,,,"40",,"604-741-2240",,"Sunshine Coast",,,"0","2",,,,"Gibsons","Residential Detached",,"BONNIEBROOK MHP",".",,"Detached",,"6/27/2015",,"CALL OR TEXT FRAN","Other","1","$327.00",,,,,"11/8/2014",,,"1",,"800-007-889",,"V0N 1V5",,"BC","Home for the Brave. First the Bad News: This mobile needs work: general handiman cleanup and care, flooring, painting, yard cleanup and a whole lot of tidying required. The Good News: some of the appliances are newer, the hot water tank re placed in 2010, some updates generally and in roof and plumbing, and layout is great. Also, the location of this home is within one block of beautiful Bonniebrook Beach, a quiet, scenic, desirable area of Gibsons. Few properties ever come up in this price range. Bring your ideas and energy, and use this as an opportunity to earn some equity off of your work. The Best News? The seller is motivated...","Careful: 2 holes in flooring - one in small bedroom and other under carpet near front of woodstove. Bring offers!","Greater Vancouver","For Sale",,,,,,,,,"11/26/2014","$19,000","$24.68","0.76","12/10/2014","1","2","R4"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261012126/0/120/90/841631280a2c6838150a7e01deafd3f4/13/832ddf1346263727b3a172ac514903ca/261012126.JPG","N236362","Land Only","S","2112 22ND AVENUE","Hazelton","$20,000",,,,,,,,"Road Access",,,"250-876-8420",,"Smithers And Area (Zone 54)",,,,,"No","Not Available",,"New Hazelton","Land",,,,"No",,"Available","5/25/2015",,"KIESHA MATTHEWS",,,"$1,701.00",,,"Yes",,"5/23/2014","Not Available",,,,"010-910-000",,"V0J 2J1","No","BC","2 great building lots in South Hazelton with wonderful mountain views.","Additional PID# 010-910-034, 010-909-974, 008-351-881","BC Northern","For Sale","Unknown",,"None",,"No",,,"City/Municipal","11/29/2014","$20,000",,"0.82","12/2/2014",,,"R1"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261352894/0/120/90/75ec87502d6856becd29118765691f6b/13/a7ed645bc286cb57909aafe1f7150fcb/261352894.JPG","N240788","Land Only","S","LOT 38 KITWANGA DRIVE","108 Ranch","$20,000",,,,,,,,"Road Access",,,"250-395-0685",,"100 Mile House (Zone 10)",,,,,"No","Not Available",,"108 Mile Ranch","Land",,"108 MILE RANCH",,"No",,"Available","5/1/2015",,"DIANE COBER",,,"$392.00",,,"Yes",,"11/1/2014","Available",,,,"007-814-712","House/Single Family","V0K 2Z0","No","BC","108 building lot located near the North entrance to the ranch, close to the 108 Lake and the greenbelt walking trails. The 108 Ranch is surrounded by greenbelt and has an 18 hole PGA golf course. Natural gas, hydro, telephone and high speed internet are available. Come take a look and make your offer. L#6961","Schedule A to accompany all offers.","BC Northern","For Sale","None",,"None",,"No",,,"City/Municipal","11/28/2014","$20,000",,"0.80","1/8/2015",,,"R1-1"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261168352/0/120/90/be6cf0040d847de6edb66552e14ee105/13/df3c12ccdc96bf8b29067e4508b8671d/261168352.JPG","N238697","Land Only","S","LOT 1 ISLE PIERRE ROAD","Reid Lake","$23,450",,,,,,,,"Road Access",,,"250-552-5116",,"PG Rural North (Zone 76)",,,,,"No","Not Available",,"Prince George","Land",,,,"No",,"Available","1/31/2015",,"KRISTINE NEWELL",,,"$281.00",,,"No",,"8/2/2014","Not Available",,,,"009-264-931",,"V2N 6K4","No","BC","Five acres on Isle Pierre Road, under 9km off Ness Lake road. Treed and mostly flat. Ready for your dream home and/or hobby farm!",,"BC Northern","For Sale","None",,"None",,"No",,,"None","11/24/2014","$23,450",,"0.78","11/27/2014",,,"RU1"
"12","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261314238/0/120/90/6716d8a49eff88d6161038dff6a22fb4/15/8939101b3159a90326c3a689d9194fea/261314238.JPG","F1424934","Residential Detached","S","94 1840 160TH STREET","King George Corridor","$28,000","1973","MANUF","1",,,,,,"41",,"604-581-3838",,"South Surrey White Rock",,,"0","3",,,,"Surrey","Residential Detached",,"BREAKAWAY BAYS","33392",,"Detached",,"3/28/2015",,"LES WELLMAN","Concrete Block","2",,,,,,"10/14/2014",,,"1",,"900-572-760",,"V4A 4X4",,"BC","Breakaway Bays 3 bdrm, 2 bath + huge family room. SS fridge, W/D, stove, DW, A/C and new blinds. New laminate flooring. Its a beauty. Vacant, move tomorrow. Family park, 2 pets ok. 5 minutes to US Border and White Rock for Fish & Chips. Pad rent $880 includes water, electricity, garbage, taxes on land and sewer.",,"Fraser Valley","For Sale",,,,,,,,,"11/22/2014","$28,000","$26.67","0.76","12/11/2014","2","3","MHP"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/260394119/0/120/90/beea7e5f34b3ec5b1519126d5d5f760e/13/ee7db1c9b5bebf10f9bc1cc44383056d/260394119.JPG","N229223","Residential Detached","S","21764 RAILWAY AVENUE","Topley","$30,000","9999","HOUSE","1",,,,,,"999",,"250-845-1147",,"Burns Lake (Zone 55)",,,"0","4",,,,"Burns Lake","Residential Detached",,,,,"Detached",,"6/11/2015",,"LIA","Other","1","$487.00",,,,,"7/8/2013",,,"1",,"012-735-582",,"V0J 2Y0",,"BC","A bargain for Do-It-Yourself Buyers! 4 bedroom rancher on a large lot in Topley! New metal roof. Home is in need of repairs. 10x10 storage shed, greenhouse. Open floor plan. Drilled well. All appliances included. (Woodstove does not meet EPA standards.) Could be great rental or affordable first home!","Additional PID: 012-735-558","BC Northern","For Sale",,,,,,,,,"11/24/2014","$30,000","$24.27","0.67","12/9/2014","1","4","R-4"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261057154/0/120/90/48c170103cee1ae964636beeac84457b/16/33f1608d90b456e9d90f35192ab2ccae/261057154.JPG","V1070485","Land Only","S","9506 LOT C PORTAGE ROAD","D'Arcy","$30,000",,,,,,,,"Road Access",,,"604-902-4589",,"Pemberton",,,,,"No","Not Available",,"D'Arcy","Land",,,,"No",,"At Lot Line","10/31/2015",,"LISA HILTON",,,"$380.00",,,"No",,"6/10/2014","Not Available",,,,"026-770-610",,"V0N 1L0","No","BC","Affordable acreage nestled in a valley with stellar mountain views. This 5 acre property is 2.5 hours from Vancouver and minutes away from 4 lakes. Excellent back country hiking, fishing, boating, summer and winter activities. Drilled well is on the property. Contact today for your Information package.","Physical introduction to the property must be done by the Buyer's designated agent the cooperating brokerage's commission will be $500.00.","Greater Vancouver","For Sale","None",,"None",,"No",,,"Well - Drilled","11/26/2014","$30,000",,"0.52","12/22/2014",,,"RS-1"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261299967/0/120/90/b174bc3a8208af0f10ebb2dafbe4e820/13/79d383e8cadc26eb2a1c85c6845ed7bb/261299967.JPG","N240280","Land Only","S","LOT 1 VAHALLA ROAD","Tabor Lake","$31,000",,,,,,,,"Allowed Access",,,"250-565-5024",,"PG Rural East (Zone 80)",,,,,"No","Not Available",,"Prince George","Land",,,,"No",,"At Lot Line","4/28/2015",,"ROGER KOLLNER/DEVIN HARTIGAN",,,"$195.00",,,"No",,"9/2/2014","At Lot Line",,,,"027-545-652","House/Single Family","V2N 6W3","No","BC","Great building lot. Lake view and walking distance to Tabor Lake. Public boat launch within walking distance. Lot has lagoon recently approved in Engineer's Report. Building site cleared, driveway in and recently extended. Mobiles allowed 1 0-15 minutes from town. Purchase price plus GST.","Lot size taken from previous seller's survey. Buyer to verify lot dimensions.","BC Northern","For Sale","None",,"None",,"No",,,"None","11/21/2014","$31,000",,"0.89","12/4/2014",,,"RR1"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261321710/0/120/90/5e4e68bb1e2ff98b5bd46f6c767b5d01/13/a5b549d1aae9ea7032e526b55fb06e06/261321710.JPG","N240473","Land Only","S","3085 NAISMITH CRESCENT","Buckhorn","$40,000",,,,,,,,"Road Access",,,"250-565-7998",,"PG Rural South (Zone 78)",,,,,"No","Not Available",,"Prince George","Land",,"BUCKHORN",,"No",,"Available","1/15/2015",,"NORM OR KORY",,,"$1,626.00",,,"No",,"10/15/2014","Available",,,,"009-799-788","House/Single Family","V2L 3X2","No","BC","Attention contractors: This property is 2.2 acres and just 20 minutes from downtown in Buckhorn Subdivision. This is land only for sale. Structures on property have no value.","Schedule A to accompany all offers. Structures on property have been condemned. Do not enter. Land only for sale.","BC Northern","For Sale","Unknown",,"None",,"No",,,"Community","11/28/2014","$40,000",,"0.89","12/18/2014",,,"RR2"
"7","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261214049/0/120/90/474daef522860157aab32d98f8e6b6bb/14/dc7f29f6f663959b889c575b26c73674/261214049.JPG","H1403527","Residential Detached","S","47475 SUMAC DRIVE","Boston Bar - Lytton","$45,000","1977","HOUSE","1",,,,,,"37",,"604-792-0077",,"Hope",,,"0","3",,,,"Boston Bar","Residential Detached",,,,,"Detached",,"12/9/2014",,"KATHY","Concrete Perimeter","2","$2,027.00",,,,,"8/26/2014",,,"2",,"004-941-926",,"V0K 1C0",,"BC","Two storey home on large lot. This is a diamond in the rough. If you are not afraid of a little work this could be a great family home. Very open floor plan and full basement ready for your ideas. Easy access to the highway. Take a look!","Subject to court approval. All offers must have Schedule A attached. Property sold as is where is.","Chilliwack","For Sale",,,,,,,,,"11/25/2014","$45,000","$36.06","0.88","1/12/2015","2","3","RS1"
