"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","Yr Blt","TypeDwel","# of Kitchens","# or % of Rentals Allowed","1-Bedrm Units","2-Bedrm Units","3-Bedrm Units","Access to Property","Age","Agent Hit Count","Appointment Phone Number","Approx.Yr of Renos/Addns","Area","Bach./Studio Units","Back On Market Date","Bds In Bsmt","Bds Not In Bsmt","Bldg Permit Approved?","Building Plans","ByLaw Infractions?","City","Class","Client Hit Count","Complex/Subdivision","CSA/BCE","Development Permit?","Dwelling Classification","Electricity","Expiry Date","Fire Sprinkler System","For Appointment Call","Foundation","Full Baths","Gross Taxes","Income As At Date","Income Per Annum","Info Package Available?","Less Oper. Expenses","List Date","Natural Gas","Net Oper. Income","No. Floor Levels","Other Units","P.I.D.#","Permitted Land Use","Postal Code","Prop in Lnd Reserve?(ALR)","Province","Public Remarks","Realtor Remarks","Region","Sale/Rent","Sanitary Sewer","Stories in Building","Storm Sewer","Strata Maint Fee","Trees(Logged in last 2yr)","Unit Entitlement","Units in Development","Water Supply","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Status Change Date","Total Baths","Total Bedrooms","Zoning"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262331763/0/120/90/4bc60b1c6f2545e93ef05115584eb8e3/13/85127cabf57a9d1dc0905a01cf768e4e/262331763.JPG","R2310136","Land Only","S","SODA CREEK ROAD","Williams Lake - Rural North","$20,000",,,,,,,,"No Access",,,"250-305-8069",,"Williams Lake (Zone 27)",,,,,"No","Not Available",,"Williams Lake","Land",,,,"No",,"Nearby","3/17/2019",,"LAUREN",,,"$185.74",,,"Yes",,"9/17/2018","Not Available",,,,"004-390-644",,"V2G 5A5","No","BC","Time to cash in on one of the cheapest parcels of land in the area! 9.24 acres with views of the beautiful Soda Creek Valley, and only 15 minutes from town. Many acres from which to choose your own building spot to capture the utmost view and sun exposure! Property will need a driveway put in, along with all services--and the parcel is divided to the east and west of the railroad tracks. See photos for maps with GPS coordinates to locate property.","Turn left at the top of Soda Creek Road Hill. Go all the way down the dirt road and park at the railroad tracks. Walk in to specified GPS location. Property is divided to left and right of railroad tracks.","BC Northern","For Sale","None",,"None",,"No",,,"None","11/12/2018","$20,000",,"0.80","11/16/2018",,,"RR2"
"2","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262339262/0/120/90/4999b591423bd2ca428c9eafe8fac066/13/cb94aaf3984bccbad455d739393ccf35/262339262.JPG","R2317635","Land Only","S","670 S GREEN LAKE ROAD","70 Mile House","$25,000",,,,,,,,"Road Access",,,"250-644-4242",,"100 Mile House (Zone 10)",,,,,"No","Not Available",,"70 Mile House","Land",,,,"No",,"At Lot Line","11/30/2019",,"BRAD",,,"$767.99",,,"Yes",,"10/22/2018","At Lot Line",,,,"007-703-082","House/Single Family","V0K 2K0","No","BC","Level Offshore lot of just under 1/2 acre (100'x200') right across from the sandy beaches of warm Green Lake. Short skip and a jump to lake access and boat launch. Crown Land directly behind with access to the myriad of marked trails for ATV's and sleds or just go for a hike. Leasehold property from the Province of BC can be applied for to buy out and own outright. 9303",,"BC Northern","For Sale","None",,"None",,"No",,,"None","11/9/2018","$25,000",,"1.00","11/20/2018",,,"R1"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307396/0/120/90/fd63e8cc4a72ee894e175acbc0871779/13/38b947678eb6f170c93534e92953de4c/262307396.JPG","R2285769","Land Only","S","2285 MURRAY ROAD","Quesnel - Rural North","$30,000",,,,,,,,"Road Access",,,"250-991-2255",,"Quesnel (Zone 28)",,,,,"No","Not Available",,"Quesnel","Land",,,,"No",,"At Lot Line","12/29/2018",,"Curtis",,,"$99.21",,,"No",,"6/29/2018","Nearby",,,,"026-025-833","House/Single Family","V2J 0A2","Yes - Forest Land Reserve","BC","Here is a private 4.94 acre lot only 10 minutes from town ready to build on. Land is heavily treed and the lot beside this is for sale as well and can be bought together. Subdivision is about half developed.","Heavily treed. Lot 3 can be purchased with this lot as well.","BC Northern","For Sale","None",,"None",,"No",,,"None","11/14/2018","$30,000","$0.14","0.86","11/26/2018",,,"RR2"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262307401/0/120/90/aad67719f7abf4e2b834490a207ff63a/13/a089d0e51531181ccbd18ec905efab56/262307401.JPG","R2285774","Land Only","S","2281 MURRAY ROAD","Quesnel - Rural North","$30,000",,,,,,,,"Road Access",,,"250-991-2255",,"Quesnel (Zone 28)",,,,,"No","Not Available",,"Quesnel","Land",,,,"No",,"At Lot Line","12/29/2018",,"Curtis",,,"$99.21",,,"No",,"6/29/2018","Nearby",,,,"026-025-825","House/Single Family","V2J 0A2","Yes - Forest Land Reserve","BC","Here is a private 4.94 acre lot only 10 minutes from town ready to build on. Land is heavily treed and the lot beside this is for sale as well and can be bought together. Subdivision is about half developed.","Heavily Treed. Can be purchased with lot 4 as well.","BC Northern","For Sale","None",,"None",,"No",,,"None","11/14/2018","$30,000","$0.14","0.86","11/26/2018",,,"RR2"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262312781/0/120/90/4a0a49cc87b9f0d382e3ea6f9b5ca4d0/16/f491b6176cc0ecf1a98274c11761bc19/262312781.JPG","R2291154","Land Only","S","H24 HUCKLEBERRY TRAIL","Hope Sunshine Valley","$35,500",,,,,,,,"Road Access",,,"800-553-5566",,"Hope",,,,,"No","Not Available",,"Hope","Land",,"HUCKLEBERRY VILLIAGE",,"No",,"Available","7/19/2019",,"WALTER RAWLINSON",,,"$195.00",,,"Yes",,"7/19/2018","Not Available",,,,"700-010-810","Recreational","V0X 1L5","No","BC","RV Lot with Snowshed in the Recreational Community of Sunshine Valley near Manning Park. Balance of 999 year Pre-Paid registered Lease. The lease has been fully pre-paid for 999 years and there are no monthly or yearly lease payments or pad rental. This 1670 sf lot features electric and untreated water. ATV and Motorbike friendly. This is your opportunity to own your own Recreational RV site (not zoned for full-time living). Only 2 hours from Vancouver. No Borders, No Ferries. Get back to nature, a weekend at a time!","In Gated Community of Huckleberry Village. Call L/B for key to gate. Mechanical Lockbox on Trailer. Vacant and easy to show. NOTE: Transfer of title for the NON-Real Estate component must be made separately through ICBC. Included in lot is RV and Snow Shed.","Chilliwack","For Sale","None",,"None",,"No",,,"Other-Licensed","11/23/2018","$35,500","$21.26","0.89","11/28/2018",,,"CHP-1"
"13","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262312880/0/120/90/4cd7f10b8237f4204bc7f3a9b74f906a/13/ad1e8614713a793ed69ca61bd14aad22/262312880.JPG","R2291253","Residential Detached","S","13 2189 GASSOFF ROAD","Quesnel - Town","$39,000","1972","MANUF","1",,,,,,"46",,"250-255-1588",,"Quesnel (Zone 28)",,,"0","2",,,,"Quesnel","Residential Detached",,,"20697",,"Detached",,"10/30/2019",,"JOANNE","Concrete Perimeter","1","$408.74",,,,,"7/20/2018",,,"1",,"800-123-418",,"V2J 4E4",,"BC","Lots of room in this comfortable home in a family-friendly park.  2 bedrooms, 1 bathroom.  New kitchen cabinets, counters, and sink.  Updated bathroom fixtures. Dining room so handy off the kitchen and a couple of flex rooms to use for your enjoyment.  Free standing gas stove keeps the hydro bills to a minimum.  Electric fireplace in living room stays with the home.  There is a huge attached workshop/storage at the back.  Keep the weather off your vehicle with the extra-large carport.  Lots of potential here to put your own touches on this home.  Perfect for first time buyers or retirees. ","Measurements are approximate. Electric  Permit for Back Addition- #EL-387389-1026.  Natural gas free-standing stove and upgraded plumbing installed by Brookside 2017.   Side Addition has had electrical upgraded. Permit # EL- 771982-2018 by James and Sons Electric- Nov-18.  200 Amps","BC Northern","For Sale",,,,,,,,,"11/16/2018","$39,000","$39.96","0.80","11/26/2018","1","2","MHP"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262245782/0/120/90/7b3db1bcf49c534a598376fa81e3bed5/15/a8ae0055267db8784ce6bfee15a84783/262245782.JPG","R2224155","Land Only","S","75 8400 SHOOK ROAD","Hatzic","$40,000",,,,,,,,"Road Access",,,"604-820-0555",,"Mission",,,,,"No","Not Available",,"Mission","Land",,"The Everglades Resort",,"No",,"At Lot Line","11/18/2018",,"Nancy Olson",,,"$1,467.00",,,"No",,"11/18/2017","Not Available",,,,"900-585-999","Recreational","N0N 0N0","No","BC","The Everglades Resort at Hatzic Lake-Lake community open year round appx. 1 hour from Vancouver. Gated community, parks, playground, clubhouse, private boast launch. Swim, ski, fish and just enjoy your own recreational user area and recreational property. Only $1467.00 annual fee and that includes taxes. Awaiting for your ideas and unit, for a piece of paradise.","Undivided Interest In Land. Flood Plain - new water controls in 2014. $1467.00 includes taxes its the annual fee. Measurements are appx. UA irregular and park needs to be re-measured for a buyer.","Fraser Valley","For Sale","Community",,"Nearby",,"No",,,"Community","11/5/2018","$40,000","$48.48","0.80","11/20/2018",,,"REC"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262129176/0/120/90/20e1a65894330c97ec29132c9cddaaa4/13/a32fde822d47f849cc8483846ccc4584/262129176.JPG","R2107549","Land Only","S","11570 NECOSLIE ROAD","Fort St. James - Rural","$40,200",,,,,,,,"Road Access",,,"250-570-7147",,"Fort St. James (Zone 57)",,,,,"No","Not Available",,"Fort St. James","Land",,,,"No",,"Available","3/31/2019",,"BRITT",,,"$0.00",,,"Yes",,"9/9/2016","Not Available",,,,"004-983-904","House/Single Family","V0J 1P0","No","BC","Nice level lot approx. 10 kms down Necoslie Road from Ft. St. James. Over 7 acres with a portion being fenced. There is a large 40x40 shop/barn in good condition with some covered stables. it looks to be well built with concrete floors, 100 amp wired and insulated. Electric permits from 1996. Lots of potential here! There is a water delivery system agreement registered on title to get water from an adjacent property. Sold As Is - Where is.","Contact LR for special CPS to use.  No offers 3 weeks from listing date. Buyer to verify property lines.","BC Northern","For Sale","None",,"None",,"No",,,"Other","11/14/2018","$40,200",,"0.58","11/23/2018",,,"RR1"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262237309/0/120/90/a1b96e2688bc26ec07977c749fb120da/13/bd710b5aeacb6bd07d999f6f92b1e6ef/262237309.JPG","R2215682","Land Only","S","BLOCK A E CUISSON LAKE ROAD","McLeese Lake","$41,000",,,,,,,,"Road Access",,,"778-267-4663",,"Williams Lake (Zone 27)",,,,,"No","Not Available",,"Williams Lake","Land",,,,"No",,"None Available","9/30/2019",,"MICHAEL",,,"$447.99",,,"No",,"10/15/2017","Not Available",,,,"017-972-353",,"V0L 1P0","Yes - Agricultural Land Reserve","BC","The possibilities abound on this beautiful slice of raw waterfront property. Located 10 minutes from McLeese Lake, Buisson Lake is a delightful little getaway stocked yearly with Blackwater Rainbow trout. Whether you troll, fly-fish, or simply love a worm and a bobber, Cuisson is a great place to fill your catch bag! Imagine building yourself a cozy little cabin for weekend getaways...this property is perfect for such a plan!!",,"BC Northern","For Sale","None",,"None",,"No",,,"None","11/23/2018","$41,000",,"0.82","11/23/2018",,,"R1"
"14","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262333741/0/120/90/a38fdd2f58e1a70c1057cd884ebf88f2/13/51b9787cd70691de4c067c4fd0337aad/262333741.JPG","R2312114","Residential Detached","S","53 95 LAIDLAW ROAD","Smithers - Rural","$45,000","1973","MANUF","1",,,,,,"45",,"250-847-5999","2018","Smithers And Area (Zone 54)",,,"0","4",,,,"Smithers","Residential Detached",,,"33918",,"Detached",,"1/25/2019",,"DONNA","Other","1","$255.16",,,,,"9/26/2018",,,"1",,"800-124-993",,"V0J 2N6",,"BC","4-bedroom mobile home. Recently painted. Some newer flooring. Snow-roof over top. Newer vinyl siding. Fenced yard. Natural gas fireplace has just been serviced, and the ducts cleaned. Small greenhouse/storage. Nice views.","Foundation is wood cribbing","BC Northern","For Sale",,,,,,,,,"11/7/2018","$45,000","$41.36","0.83","11/19/2018","1","4","MHP"
