"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","Yr Blt","TypeDwel","# of Kitchens","# or % of Rentals Allowed","1-Bedrm Units","2-Bedrm Units","3-Bedrm Units","Access to Property","Age","Agent Hit Count","Appointment Phone Number","Approx.Yr of Renos/Addns","Area","Bach./Studio Units","Back On Market Date","Bds In Bsmt","Bds Not In Bsmt","Bldg Permit Approved?","Building Plans","ByLaw Infractions?","City","Class","Client Hit Count","Complex/Subdivision","CSA/BCE","Development Permit?","Dwelling Classification","Electricity","Expiry Date","Fire Sprinkler System","For Appointment Call","Foundation","Full Baths","Gross Taxes","Income As At Date","Income Per Annum","Info Package Available?","Less Oper. Expenses","List Date","Natural Gas","Net Oper. Income","No. Floor Levels","Other Units","P.I.D.#","Permitted Land Use","Postal Code","Prop in Lnd Reserve?(ALR)","Province","Public Remarks","Realtor Remarks","Region","Sale/Rent","Sanitary Sewer","Stories in Building","Storm Sewer","Strata Maint Fee","Trees(Logged in last 2yr)","Unit Entitlement","Units in Development","Water Supply","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Status Change Date","Total Baths","Total Bedrooms","Zoning"
"5","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262100955/0/120/90/1224e43a5f5f9d88337afaf17c0a301a/13/e8fc5a6d8839b97416f75d5194e69cad/262100955.JPG","R2079328","Land Only","S","LOT 4 NORTH ARM OF STUART LAKE","Fort St. James - Rural","$12,000",,,,,,,,"Water Access",,,"250-567-0153",,"Fort St. James (Zone 57)",,,,,"No","Not Available",,"Fort St. James","Land",,"NORTH ARM OF STUART LAKE",,"No",,"None Available","6/9/2017",,"JODY",,,"$117.46",,,"Yes",,"6/9/2016","Not Available",,,,"009-215-492",,"V0J 1P0","No","BC","0.47 acre waterfront lot located on the north arm of gorgeous Stuart Lake, with world-class fishing, hunting and recreational opportunities. Water access only. Enjoy the peace and tranquility of this remote lakefront property.",,"BC Northern","For Sale","None",,"None",,"No",,,"None","9/6/2016","$12,000",,"0.71","9/9/2016",,,"N/A"
"16","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262118840/0/120/90/eb0e0ea28b2e102b8b2faea04bc13ee5/13/6f5fbb433ec9f131e58f8bec584fa2f9/262118840.JPG","R2097213","Residential Detached","S","1 95 MOUNTAIN VIEW ROAD","McBride - Town","$14,000","1980","MANUF","1",,,,,,"36",,"250-569-2735",,"Robson Valley (Zone 81)",,,"0","2",,,,"McBride","Residential Detached",,,"288899",,"Detached",,"7/28/2017",,"RODGER PETERSON","None","1","$148.11",,,,,"7/28/2016",,,"1",,"800-107-343",,"V0J 2E0",,"BC","Immaculate 2 bedroom mobile home with addition. Located in a quiet well maintained park. Nicely landscaped, sun deck, great views! Sunny kitchen with plenty of cupboards and a pantry. Wood stove in addition, propane fireplace in living room. New windows in front portion of mobile. Metal roof, vinyl siding. Very clean mobile in very good condition. Price to sell immediately!",,"BC Northern","For Sale",,,,,,,,,"9/6/2016","$14,000","$14.03","0.70","9/7/2016","1","2","MHP"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262112575/0/120/90/21316a5c69c66cef76dbf4f02bd6cd2b/13/b06394f35bdbf1ebf5eb09111af1a318/262112575.JPG","R2090948","Residential Detached","S","18 101 ELM STREET","Valemount - Town","$16,000","1974","MANUF","1",,,,,,"42",,"250-566-1025",,"Robson Valley (Zone 81)",,,"0","2",,,,"Valemount","Residential Detached",,,"248379",,"Detached",,"12/16/2016",,"TAMMY VANDENOBELEN","None","1","$140.13",,,,,"7/12/2016",,,"1",,"800-106-914",,"V0E 2Z0",,"BC","Cheaper than rent! This 1974 mobile home just needs someone to bring back the sparkle! 2 bedrooms, large open kitchen and living room area. Needs a little TLC but at this price it is still a great deal! Even comes with a newer stackable washer & dryer. Pad rent is very reasonable at $210 per month. Seller's looking for a quick sale.",,"BC Northern","For Sale",,,,,,,,,"9/1/2016","$16,000","$16.81","0.89","9/6/2016","1","2","MHP"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/261606200/0/120/90/6057ec8209a436694ee6b5e0745b0a54/13/5efe087f596cac1f766649d4d9077d9f/261606200.JPG","N243293","Land Only","S","625 FIR STREET","Fort St. James - Town","$20,000",,,,,,,,"Road Access",,,"250-996-1272",,"Fort St. James (Zone 57)",,,,,"No","Not Available",,"Fort St. James","Land",,,,"No",,"At Lot Line","10/31/2016",,"MORGAN DAVIS",,,"$337.00",,,"No",,"3/23/2015","Available",,,,"010-085-611",,"V0J 1P0","No","BC","Fully serviced municipal mobile home lot. A preivous mobile home has been removed so all services and cement pad are already in place. Ready for a new mobile home, don't miss out on this great buy!",,"BC Northern","For Sale","Available",,"None",,"No",,,"City/Municipal","9/1/2016","$20,000",,"0.80","9/6/2016",,,"R3"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262120879/0/120/90/e0dbee64b2a09e61642cc089b6e0f743/13/5661f736e079e164cf27d92e78b31836/262120879.JPG","R2099252","Land Only","S","LOT 1 TIBBLES ROAD","Quesnel - Rural West","$20,000",,,,,,,,"No Access",,,"250-983-9522",,"Quesnel (Zone 28)",,,,,"No","Not Available",,"Quesnel","Land",,,,"No",,"Available","12/31/2017",,"BILL INGRAM",,,"$77.80",,,"No",,"8/4/2016","Not Available",,,,"024-475-637",,"v2J 3H9","No","BC","A waterfront gem on Tibbles Road. This beautiful 5.83 acres bordering on Baker Creek has a ton of potential. Rustic cabin and outbuildings with a panoramic view of the surrounding meadows. Owner says well and septic system in place. Situated in the centre of great fishing, hunting and other outdoor activities. Paved roads all the way, school bus route and just a couple of miles from Sylvia's store, restaurant and gas station. Priced to sell!","5389","BC Northern","For Sale","Septic",,"None",,"No",,,"Well - Shallow","9/10/2016","$20,000",,"0.80","9/14/2016",,,"RR2"
"20","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262108574/0/120/90/73d0c6e75ce33b1ecb06a626e5f12d41/13/5999781414c281acdac1d6567349723c/262108574.JPG","R2086947","Residential Detached","S","27 FULTON STREET","Granisle","$25,000","1972","HOUSE","1",,,,,,"44",,"250-692-3530",,"Burns Lake (Zone 55)",,,"0","3",,,,"Granisle","Residential Detached",,,,,"Detached",,"6/24/2017",,"Dennis Bock","Concrete Block","1","$1,695.00",,,,,"6/30/2016",,,"2",,"009-900-896",,"V0J 1W0",,"BC","Three bedroom home, in Granisle, low priced and ready for a handy man.  The house needs new shingles.  The upstairs needs cleaning up, and painting. The basement had a broken water pipe and was flooded. The basement dry wall and ceiling tile are almost all removed.  The existing framing could be removes to allow for a new floor plan.   This would make a great retirement or recreational home.",,"BC Northern","For Sale",,,,,,,,,"9/3/2016","$25,000","$12.31","1.00","9/13/2016","1","3","R1"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262126881/0/120/90/ffdbd6d5878abf913ff0833bc5dde600/13/fdc88c77a9577c1ab5e9550da7fcc873/262126881.JPG","R2105254","Residential Detached","S","36 457 VANDERVIEW DRIVE","Vanderhoof - Town","$26,000","1974","MANUF","1",,,,,,"42",,"250-567-2271",,"Vanderhoof And Area (Zone 56)",,,"0","2",,,,"Vanderhoof","Residential Detached",,,"4518",,"Detached",,"11/30/2016",,"CARL, JEANNIE","Other","1","$236.59",,,,,"9/1/2016",,,"1",,"800-107-980",,"V0J 3A2",,"BC","This home is stunning for its age, the perfect doll house. All finishing is bright and clean. A move in ready home with new flooring, lighting, paint, venting, trim and door. Kitchen has retrofitted cabinets. The home has a nice flow to it and is cheery and bright. This move i ready mobile is a must see.","Foundation is wooden cribbing.","BC Northern","For Sale",,,,,,,,,"9/10/2016","$26,000","$39.39","0.90","9/29/2016","1","2","R5"
"4","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262115404/0/120/90/8fd275f8ea1599ae2d381d3a49398c07/13/cb1a08dcecd8f8ab0d3e1bd9fe1528b7/262115404.JPG","R2093777","Land Only","S","LOT 282 LUDLOM ROAD","Deka/Sulphurous/Hathaway Lakes","$28,000",,,,,,,,"Road Access",,,"250-395-0259",,"100 Mile House (Zone 10)",,,,,"No","Not Available",,"Deka Lake / Sulphurous / Hathaway Lakes","Land",,,,"No",,"At Lot Line","7/31/2017",,"LOUISE CLEVERLEY",,,"$173.20",,,"Yes",,"7/21/2016","Not Available",,,,"007-350-457","House/Single Family","V0K 1X3","No","BC","Nicely treed and fairly level 0.46 acre lot in the Deka Lake Subdivision. Excellent spot to create a recreational get-away or build a permanent residence. Direct access to the endless trail system, and close to many great public access to the lake to accommodate your favourite water sports. Hydro at the roadside. L#8305",,"BC Northern","For Sale","None",,"None",,"No",,,"None","9/4/2016","$28,000",,"0.93","9/19/2016",,,"R1"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262037442/0/120/90/8999ebdc230aa5516daa487d7b4e222b/13/2c43d130887491ca62d2a3d99ab92a30/262037442.JPG","R2015815","Residential Detached","S","28 BC SPRUCE ROAD","Fort St. James - Rural","$30,000","1982","MANUF","1",,,,,,"35",,"250-567-2271","2009","Fort St. James (Zone 57)",,,"0","2",,,,"Fort St. James","Residential Detached",,"FORT MANUFACTURED HOME PARK","424548",,"Detached",,"11/30/2016",,"LR","Other","1","$225.55",,,,,"11/16/2015",,,"1",,"800-100-668",,"V0J 1P0",,"BC","Recently updated mobile located close to town with fenced yard and patio. Two storage sheds. Open concept dining, kitchen and living room. Updates include paint and flooring 2015, cribbing, skirting etc. all redone in fall 2015. Bathroom and rear flooring updated in 2009. Why rent when you can own?","Foundation: cribbing, redone and leveled fall 2015. Vapour barrier installed, R14 insulation, skirting all redone. Contact LR.","BC Northern","For Sale",,,,,,,,,"9/4/2016","$30,000","$31.06","0.86","9/14/2016","1","2","R7"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262115508/0/120/90/26b1db874da10fbda3aebe066d535e8c/13/810b17f2e933fb704009e1a076ebea38/262115508.JPG","R2093881","Land Only","S","5003 SPEED CRESCENT","Horsefly","$30,000",,,,,,,,"Road Access",,,"250-392-2670",,"Williams Lake (Zone 27)",,,,,"No","Not Available",,"Horsefly","Land",,"LIKELY, BC",,"No",,"Available","6/30/2017",,"HENRY",,,"$409.00",,,"Yes",,"7/21/2016","Not Available",,,,"008-443-131","House/Single Family","V0L 1N0","No","BC","Sold as is - where is, raw land with buildings as is where is. Priced to sell quickly! There is a water license and plumbed, there is an old septic but no info on it, power is in place along with phone, numerous outbuildings, heating system and more for the person with vision. Buy this land only and do the work needed to occupy dwelling. Mortgage limitations may apply.","All buildings on property of little or no value, sold as land only. Mobile has been de-energized. Firm price.","BC Northern","For Sale","Unknown",,"None",,"No",,,"Other-Licensed","9/8/2016","$30,000",,"0.86","9/30/2016",,,"RS2"
