"PicCount","Pics","ML #","Prop Type","Status","Address","S/A","Price","Yr Blt","TypeDwel","# of Kitchens","# or % of Rentals Allowed","1-Bedrm Units","2-Bedrm Units","3-Bedrm Units","Access to Property","Age","Agent Hit Count","Appointment Phone Number","Approx.Yr of Renos/Addns","Area","Bach./Studio Units","Back On Market Date","Bds In Bsmt","Bds Not In Bsmt","Bldg Permit Approved?","Building Plans","ByLaw Infractions?","City","Class","Client Hit Count","Complex/Subdivision","CSA/BCE","Development Permit?","Dwelling Classification","Electricity","Expiry Date","Fire Sprinkler System","For Appointment Call","Foundation","Full Baths","Gross Taxes","Income As At Date","Income Per Annum","Info Package Available?","Less Oper. Expenses","List Date","Natural Gas","Net Oper. Income","No. Floor Levels","Other Units","P.I.D.#","Permitted Land Use","Postal Code","Prop in Lnd Reserve?(ALR)","Province","Public Remarks","Realtor Remarks","Region","Sale/Rent","Sanitary Sewer","Stories in Building","Storm Sewer","Strata Maint Fee","Trees(Logged in last 2yr)","Unit Entitlement","Units in Development","Water Supply","Sold Date","Sold Price","Sold Price per SqFt","SP/LP Ratio","Status Change Date","Total Baths","Total Bedrooms","Zoning"
"3","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262044861/0/120/90/1c8b9188d4381fd742c3694e559c556b/13/ab7a2dcb0e36609ab7e3690b7d36f1ed/262044861.JPG","R2023234","Land Only","S","4269 MILDRED AVENUE","Wells/Barkerville","$10,500",,,,,,,,"Road Access",,,,,"Quesnel (Zone 28)",,,,,"No","Not Available",,"Wells / Barkerville","Land",,,,"No",,"At Lot Line","12/31/2016",,,,,"$625.00",,,"No",,"1/6/2016","Not Available",,,,"018-847-374","House/Single Family","V0K 2R0","No","BC","A short drive to Barkerville, Troll Ski or Quesnel..the booming metropolis of Wells awaits your arrival. Imagine your cabin, getaway to a simpler life..on a level building lot for single family or duplex. Municipal water and sewer at property line. Front and lane access to 66x88 ft. (approx.). Hydro and phone at lot. Great for retirement or recreation.","Approx. 66x88 ft level lot within Wells Municipality.","BC Northern","For Sale","Community",,"At Lot Line",,"No",,,"City/Municipal","11/17/2016","$10,500",,"1.00","11/18/2016",,,"R1"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262145272/0/120/90/3ce2722c151a65e996fcbbcb40abcb04/13/28fd074a4c92746de36e781a6606db7d/262145272.JPG","R2123645","Land Only","S","LOT 31 GUTMAN COURT","108 Ranch","$17,500",,,,,,,,"Road Access",,,,,"100 Mile House (Zone 10)",,,,,"No","Not Available",,"108 Mile Ranch","Land",,"108 MILE RANCH",,"No",,"At Lot Line","10/15/2017",,,,,"$415.82",,,"Yes",,"11/15/2016","Available",,,,"007-951-906","House/Single Family","V0K 2Z0","No","BC","Great price on this building lot in a quiet cul-de-sac. Ideal location for those who like to walk the Walker Valley with miles of open grass land. Serviced at the road with water, power, telephone, etc. Lot next door has been cleared making it a open view from this treed property.",,"BC Northern","For Sale","None",,"None",,"No",,,"City/Municipal","11/18/2016","$17,500",,"0.95","11/22/2016",,,"R1-1"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262143807/0/120/90/5fb2612b4d8bc66d1f3dc6800ad61cc7/15/a35c4a337d8c04c26e9c57141d2d4ff0/262143807.JPG","R2122180","Residential Detached","S","3 20071 24 AVENUE","Brookswood Langley","$19,000","1968","MANUF","1",,,,,,"48",,"604-581-3838",,"Langley",,,"0","2",,,,"Langley","Residential Detached",,"FERNRIDGE","34711036",,"Detached",,"4/30/2017",,"Les Wellman","Concrete Block","1","$544.00",,,,,"11/6/2016",,,"1",,"900-581-282",,"V2Z 2A1",,"BC","Fernridge Park, nice setting, tall trees, country setting. Mobile has new furnace, h.w.t and roof recoated 2014. Fridge, stove, washer & dryer included. Pad rent $499.","Vacant.","Fraser Valley","For Sale",,,,,,,,,"11/9/2016","$19,000","$32.99","0.95","11/22/2016","1","2","MHP"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262144172/0/120/90/0da4c371e75ce20de39e816b250fc205/15/8249adf0211fee67594c2f212e55a008/262144172.JPG","R2122545","Residential Detached","S","27 6571 KING GEORGE BOULEVARD","West Newton","$22,500","1966","MANUF","1",,,,,,"50",,"604-551-1743","2010","Surrey",,,"0","2",,,,"Surrey","Residential Detached",,"Newton Mobile Home Park","12260FL",,"Detached",,"8/27/2017",,"Jeet","Concrete Block","1","$100.00",,,,,"11/7/2016",,,"1",,"900-581-551",,"V3W 4Z4",,"BC","Beautiful mobile home tucked away from King George Hwy. Very quiet and private corner home. Two bedroom and storage room, full bath, double carport backs onto park... walk to bus stop, few minutes drive to Costco, Superstore, restaurants, Newton Wave Pool and more. Pad rent $595 month includes sewer, garbage collection and water. Call for age and pet restriction.","www.jeetsingh.ca","Fraser Valley","For Sale",,,,,,,,,"11/18/2016","$22,500","$28.66","0.95","11/29/2016","1","2","MHP"
"9","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262129895/0/120/90/5a83d0941eb55abe426c59ad9d8f7ec7/15/3740a23db771730ea40ea9d95d7a37f4/262129895.JPG","R2108268","Residential Detached","S","66 8190 KING GEORGE BOULEVARD","Bear Creek Green Timbers","$27,900","1967","MANUF","1",,,,,,"49",,"604-581-3838",,"Surrey",,,"0","2",,,,"Surrey","Residential Detached",,"KING GEORGE","16453",,"Detached",,"3/30/2017",,"Les Wellman","Concrete Block","1","$41.00",,,,,"9/12/2016",,,"1",,"900-580-812",,"V3W 5B7",,"BC","King George 2 Bed in Family Park, Pets O.K.",,"Fraser Valley","For Sale",,,,,,,,,"11/11/2016","$27,900","$33.21","0.93","11/22/2016","1","2","MHP"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262145358/0/120/90/68d5adb552f5c3fa40ae6058b5a068ee/13/4a014bf72663dea3e03a366a897355fd/262145358.JPG","R2123731","Residential Detached","S","6 3075 97 HIGHWAY","150 Mile House","$30,000","1968","MANUF","1",,,,,,"48",,"250-267-3244",,"Williams Lake (Zone 27)",,,"0","5",,,,"150 Mile House","Residential Detached",,,"E-22873",,"Detached",,"4/15/2017",,"RYAN BEST","Other","1","$117.80",,,,,"11/15/2016",,,"1",,"800-109-733",,"V0K 2G0",,"BC","Wonderfully updated home in a sought after location. Only seconds from 150 Mile Elementary, this home is perfect for any family with young ones. Many, many updates include new flooring throughout, brand-new pitched metal roof, vinyl windows, new appliances and much more. The dining room addition with built-in table provides a comfortable setting, while the 5 bedrooms offer plenty of room for your family. Also featuring an attached shop, greenhouse, fresh paint, new countertops and a new front deck. Impossible to beat at this price, come and see for yourself!","Call Ryan Best to arrange showings (250) 267-3244. Lock box on deck post near front door. Brand new pitched roof ($10,000). Home is supported on wood cribbing.","BC Northern","For Sale",,,,,,,,,"11/18/2016","$30,000","$30.00","0.77","11/28/2016","1","5","MHP"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262103642/0/120/90/5110950348d166e3a4bc65b40c417595/13/857e20b651895dd5e0cf0c10c16f5f15/262103642.JPG","R2082015","Land Only","S","LOT 117 BLOCK DRIVE","108 Ranch","$30,000",,,,,,,,"Road Access",,,"250-395-0229",,"100 Mile House (Zone 10)",,,,,"No","Not Available",,"108 Mile Ranch","Land",,,,"No",,"At Lot Line","3/31/2017",,"WAYNE",,,"$581.68",,,"Yes",,"6/16/2016","At Lot Line",,,,"007-952-821","House/Single Family","V0K 2Z0","No","BC","0.69 ac fully treed 108 lot backing onto Walker Valley green belt. Southern exposure and ready to build!!! L8196",,"BC Northern","For Sale","None",,"None",,"No",,,"City/Municipal","11/14/2016","$30,000",,"0.75","11/29/2016",,,"R1-1"
"1","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262143859/0/120/90/565d4989dfbaf2c084e923dedc077525/15/1fbecbf5fd6765f7dc849f89417638bd/262143859.JPG","R2122232","Residential Detached","S","84 3300 HORN STREET","Central Abbotsford","$35,000","1982","MANUF","1",,,,,,"34",,"604-826-9000",,"Abbotsford",,,"0","2",,,,"Abbotsford","Residential Detached",,,"71870-4660-0",,"Detached",,"11/30/2017",,"TOUCHBASE","Other","1","$140.00",,,,,"11/6/2016",,,"1",,"900-581-543",,"V2S 7Y6",,"BC","Georgian Park!!! Great price!!! Popular 55+ park with very nice setting backing onto greenbelt with creek. Covered deck and detached storage shed. Short drive to all amenities, shopping and transportation. 2 small pets welcome.","Touchbase all showings. Email offers to mindy@mindymcpherson.com All measurements, age & square footage are approximate and should be verified by buyer and selling agent.","Fraser Valley","For Sale",,,,"$0.00",,,,,"11/10/2016","$35,000","$37.88","0.88","12/30/2016","1","2","RES"
"8","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262144114/0/120/90/414f91cfcd6809d8d374525f2d322222/15/92ea08b68d553bdb63cc98ddb01f2704/262144114.JPG","R2122487","Residential Detached","S","18 4426 232 STREET","Salmon River","$37,000","1971","MANUF","1",,,,,,"45",,"604-530-0231",,"Langley",,,"0","2",,,,"Langley","Residential Detached",,"Westfield Court","37512",,"Detached",,"2/28/2017",,"Pat","Other","1","$187.17",,,,,"11/7/2016",,,"1",,"900-581-549",,"V2Z 2R2",,"BC","Popular WESTFIELD COURT. 55 plus community. Conveniently located close to transit, shopping, hospital and recreation. This updated home is a single wide with a full addition, giving the feel of a double wide. 2 bdrm, 1 bath is in excellent condition. Upgrades include 4 year old furnace and hot water tank.  Bathfitters supplying new bathtub (early Dec.) You will love the PRIVACY... back yard and wrap around covered deck backs on to acreage. 2 storage sheds. Driveway parking for 2 cars. Friendly park with country feeling. Pets and rentals allowed with park approval. Don't miss this AFFORDABLE LIFESTYLE.","Owner occupied but immediate possession possible...","Fraser Valley","For Sale",,,,,,,,,"11/11/2016","$37,000","$43.53","0.93","11/21/2016","1","2","MHP"
"6","//cdnparap130.paragonrels.com/ParagonImages/Property/p13/BCRES/262079551/0/120/90/a8793efe61a2c161a78d80abf543f7cd/13/798c8e67f8d693f6e8ce0d0b6ea7a102/262079551.JPG","R2057924","Land Only","S","BEDORE ROAD","Burns Lake - Rural West","$37,000",,,,,,,,"Road Access",,,"250-695-7288",,"Burns Lake (Zone 55)",,,,,"No","Not Available",,"Burns Lake","Land",,,,"No",,"At Lot Line","4/13/2017",,"RE/MAX WRIGHTWAY",,,"$157.13",,,"Yes",,"4/13/2016","Not Available",,,,"015-316-335",,"V0J 1E1","No","BC","Rural BC property located 20 minutes west of Burns Lake. 39.83 acres in size, approximately 500 meters of road frontage and covered in healthy young spruce forest. Hydro at lot line, potential building sites exist in several locations. This property is near the great divide. The headwaters of the Fraser River watershed flow east from Rose Lake while Bulkley Lake feeds the Skeena River watershed. Both lakes are minutes from the subject property. Invest in land and trees for your future today.",,"BC Northern","For Sale","None",,"None",,"No",,,"None","11/10/2016","$37,000",,"0.82","11/15/2016",,,"H-1"
